idinsert,folio,integrante,entidad,munici,locali,maq,sexo,edad,meses,intsel,intsel2,perc101,perc102,perc103,perc104,perc104aj,perc105aj,perc105,perc106,perc107,perc108,perc109,perc110,perc110aj,perc111,perc111aj,perc112,perc113,perc114,perc115,perc116,perc117,perc118,perc119,perc120,perc121,perc122,perc123,perc124,perc125,perc126,perc127,perc128,perc129,perc130,perc131,perc132,perc133,perc134,perc135,perc136,perc137,perc138,perc139,perc140,perc141,perc142,perc143,perc144,perc145,perc146,perc147,perc148,perc149,perc150,perc151,perc152,perc153,perc154,perc155,perc156,perc157,perc158,perc159,perc160,perc161,perc162,perc163,perc164,tiempo_gen,est_var,region_h,code_upm,rural,c1,ponde_f,etapa_af,etapa_fv
1078420,23007001803379990021,2,23,007,0018,MC079,1,36,7,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,4,2,3,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,4,2,2,3,2,4,1,3,2,2,1,1,1,1,1,1,3,4,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2016/10/25,411,4,4o25,1,1,14874.814407830634,5,3
1078422,23007001803379990041,1,23,007,0018,MC079,2,31,6,1,10,2,1,,1,1,1,1,1,2,2,2,,2,,2,2,1,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,4,2,2,2,3,3,2,3,2,1,1,1,1,2,2,2,3,3,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2016/10/25,411,4,4o25,1,1,10031.477604330308,5,1
1079041,23007001803379990081,1,23,007,0018,MC081,2,43,1,1,,1,1,,1,1,1,1,1,2,1,,2,2,2,2,1,4,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,3,2,3,2,2,1,3,3,3,2,2,2,2,2,1,3,1,3,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2016/10/25,411,4,4o25,1,1,6721.917782362082,5,3
1079037,23007001803379990101,1,23,007,0018,MC081,2,40,6,1,10,1,1,,1,1,1,1,2,1,1,,1,1,1,1,1,2,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,1,1,3,1,3,3,3,1,3,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2016/10/25,411,4,4o25,1,1,6721.917782362082,5,5
1079033,23007001803379990111,2,23,007,0018,MC081,2,42,0,1,10,2,1,,2,2,2,2,2,2,1,,1,1,1,1,1,3,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,2,1,4,2,3,2,2,2,2,2,2,2,2,88,3,3,2,3,3,2,2,2,2,2,88,2,1,2,1,2,2,2016/10/25,411,4,4o25,1,1,13443.835564724164,3,5
1079674,23007001803379990121,1,23,007,0018,MC083,1,43,6,1,,1,1,,1,1,1,1,2,1,1,,2,2,1,1,1,3,2,2,3,2,2,1,2,2,1,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,88,88,1,1,1,1,2,2,2,3,88,2,3,2,2,1,88,1,1,1,1,2,2,1,2,2,2,2016/10/25,411,4,4o25,1,1,14874.814407830634,5,3
1079680,23007001803379990151,2,23,007,0018,MC083,2,41,0,1,,1,1,,2,2,2,2,1,1,1,,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,3,2,3,3,2,2,88,3,2,1,1,1,1,2,1,3,2,88,2,2,3,2,1,88,1,1,1,2,1,1,2,1,1,1,2016/10/25,411,4,4o25,1,1,13443.835564724164,3,5
1079664,23007001803379990161,2,23,007,0018,MC083,2,27,10,1,12,1,1,,1,1,1,1,1,1,1,,2,2,2,2,1,1,3,3,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,4,2,3,2,3,1,2,3,2,88,1,1,1,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2016/10/25,411,4,4o25,1,1,20062.955208660616,5,3
1064159,240130038031A9990011,1,24,013,0038,MC031,1,43,3,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,1,2,1,3,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,3,3,4,2,3,2,1,1,2,2,1,1,2,3,2,3,3,3,3,1,1,1,1,1,2,2,2,2,1,2,1,2016/10/25,24001,2,1o15,1,1,3224.927553402456,5,3
1064169,240130038031A9990021,1,24,013,0038,MC031,1,50,7,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,3,2,3,3,3,1,1,3,3,1,1,1,1,2,1,2,4,3,3,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,3224.927553402456,5,3
1064173,240130038031A9990031,1,24,013,0038,MC031,2,23,3,1,10,1,2,1,,2,2,,1,1,1,,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,88,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,1,1,1,1,1,1,2,4,3,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,88,2016/10/25,24001,2,1o15,1,1,1165.6136491394498,2,3
1064162,240130038031A9990051,1,24,013,0038,MC031,2,41,10,1,,1,1,,1,1,1,1,2,2,1,,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,3,3,3,1,3,3,2,1,1,1,1,1,1,3,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2016/10/25,24001,2,1o15,1,1,630.7409358522754,5,3
1064854,240130038031A9990071,1,24,013,0038,MC033,2,29,11,1,,1,1,,2,2,2,2,2,2,1,,2,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,2,3,2,1,1,1,1,1,1,2,3,2,2,3,3,2,1,2,1,1,1,2,2,2,1,1,2,88,2016/10/25,24001,2,1o15,1,1,1165.6136491394498,3,3
1064849,240130038031A9990081,2,24,013,0038,MC033,2,33,6,1,10,1,1,,2,2,1,1,2,1,1,,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,1,2,3,2,1,1,1,1,1,1,3,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,2331.2272982788995,3,5
1064852,240130038031A9990101,1,24,013,0038,MC033,1,55,11,1,10,1,1,,1,1,1,1,1,2,1,,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,3,3,4,3,3,3,1,1,1,1,2,1,3,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,3224.927553402456,5,3
1065563,240130038031A9990111,1,24,013,0038,MC035,1,40,5,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,2,1,3,4,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,3,3,1,2,3,2,1,1,1,1,1,1,2,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,3224.927553402456,5,5
1065567,240130038031A9990141,5,24,013,0038,MC035,2,38,3,1,10,2,2,1,,2,2,,2,2,2,88,,2,,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,88,2,4,2,3,3,88,1,1,1,1,2,1,4,3,2,2,2,2,1,88,1,1,88,1,2,1,1,2,2,2,2016/10/25,24001,2,1o15,1,1,3153.704679261377,2,6
1065572,240130038031A9990151,2,24,013,0038,MC035,2,43,9,1,10,1,1,,2,2,2,2,2,2,2,1,,2,,2,2,3,4,3,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,88,88,88,2,4,2,1,1,1,1,1,2,2,4,3,3,3,3,2,1,1,1,1,1,2,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,1261.4818717045507,3,2
1064151,240130193031A9990011,1,24,013,0193,MC031,2,35,1,1,,1,2,1,,2,2,,2,1,2,1,,2,,2,1,1,1,2,3,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,3,3,1,3,2,3,1,1,1,1,1,1,1,4,,3,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2016/10/25,24001,2,1o15,1,1,223.1061210405092,2,2
1064148,240130193031A9990021,3,24,013,0193,MC031,1,52,11,1,14,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,3,2,3,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,3,3,4,2,3,2,1,1,1,1,2,2,3,4,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2016/10/25,24001,2,1o15,1,1,1711.0854144199573,5,3
1064143,240130193031A9990031,2,24,013,0193,MC031,2,32,10,1,,1,2,1,,2,2,,1,2,1,,2,2,1,1,2,2,3,4,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,4,3,1,3,2,3,2,3,2,1,1,1,1,1,2,4,,3,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2016/10/25,24001,2,1o15,1,1,824.6033358845852,2,3
1064156,240130193031A9990051,1,24,013,0193,MC031,2,36,10,1,12,1,1,,2,2,2,2,2,1,1,,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,1,3,3,2,2,1,1,1,1,1,2,4,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2016/10/25,24001,2,1o15,1,1,223.1061210405092,3,3
1064835,240130193031A9990061,1,24,013,0193,MC033,1,57,7,1,13,1,1,,1,1,1,1,1,1,2,1,,2,,2,2,1,1,3,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,3,1,2,3,3,4,3,4,2,1,1,1,1,1,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,1140.7236096133051,5,2
1064837,240130193031A9990081,1,24,013,0193,MC033,1,34,9,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,2,4,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,2,3,3,3,2,3,2,1,1,1,1,1,2,2,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,1938.132811084799,5,3
1064841,240130193031A9990091,1,24,013,0193,MC033,1,33,11,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,3,3,3,1,2,3,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2016/10/25,24001,2,1o15,1,1,1938.132811084799,5,3
1064831,240130193031A9990101,1,24,013,0193,MC033,2,34,8,1,,1,1,,1,1,2,2,1,1,1,,1,1,1,1,1,3,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,3,1,3,3,3,1,2,4,2,1,1,1,1,1,1,1,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,412.3016679422926,4,5
1065540,240130193031A9990111,1,24,013,0193,MC035,2,39,9,1,10,1,2,1,,2,2,,1,2,2,1,,2,,2,2,4,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,88,3,2,3,3,2,1,1,1,88,2,2,4,,3,2,2,2,2,1,1,1,1,1,2,88,1,88,1,2,88,2016/10/25,24001,2,1o15,1,1,223.1061210405092,2,2
1065553,240130193031A9990121,2,24,013,0193,MC035,2,47,9,1,,1,1,,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,88,3,1,3,4,2,1,1,1,1,2,1,3,2,1,1,1,1,1,1,88,1,1,1,1,2,2,1,2,1,2,2016/10/25,24001,2,1o15,1,1,446.2122420810184,5,5
1065543,240130193031A9990131,1,24,013,0193,MC035,2,51,0,1,,1,1,,2,2,2,2,2,1,1,,1,1,1,1,1,88,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,1,3,2,2,4,3,3,3,1,1,1,1,1,1,3,3,2,2,3,3,2,1,1,1,1,1,1,2,2,1,1,1,1,2016/10/25,24001,2,1o15,1,1,223.1061210405092,3,5
1065557,240130193031A9990141,1,24,013,0193,MC035,1,44,4,1,13,2,2,2,,2,2,,2,2,2,1,,2,,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,3,2,3,3,1,2,2,3,2,1,1,1,1,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2016/10/25,24001,2,1o15,1,1,1140.7236096133051,1,2
1065546,240130193031A9990151,3,24,013,0193,MC035,2,20,2,1,12,2,2,1,,2,2,,1,2,1,,1,1,1,1,1,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,3,3,3,3,2,3,2,1,1,1,1,1,1,3,1,3,2,2,3,2,1,1,1,1,2,1,2,2,2,1,1,1,2016/10/25,24001,2,1o15,1,1,1236.9050038268779,2,5
1064132,240130690031A9990011,2,24,013,0690,MC031,2,31,9,1,10,1,2,1,,2,2,,2,2,2,1,,2,,2,1,1,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,1762.387521792545,2,2
1064128,240130690031A9990021,1,24,013,0690,MC031,2,26,9,1,10,1,1,,1,1,1,1,2,1,1,,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,3,1,2,3,2,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,881.1937608962725,5,3
1064130,240130690031A9990031,2,24,013,0690,MC031,2,59,0,1,10,1,2,2,,2,2,,2,1,1,,2,2,2,2,2,1,1,2,3,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,3,3,3,4,2,3,4,1,1,1,1,2,2,4,,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,953.6693017025686,1,3
1064123,240130690031A9990051,2,24,013,0690,MC031,2,47,7,1,10,1,2,1,,2,2,,1,1,1,,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,3,3,3,1,1,1,2,2,2,2,2,1,1,3,3,2,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,2,2016/10/25,24001,2,1o15,1,1,953.6693017025686,2,5
1064827,240130690031A9990061,1,24,013,0690,MC033,2,25,5,1,10,1,2,1,,2,2,,1,2,2,2,,2,,2,2,1,2,3,3,2,1,2,1,2,2,2,1,1,2,1,2,2,1,4,3,1,2,3,3,2,4,2,1,2,2,2,2,1,4,,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,881.1937608962725,2,1
1064820,240130690031A9990081,2,24,013,0690,MC033,2,22,2,1,,1,2,1,,2,2,,1,1,1,,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,3,3,2,2,4,2,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,1762.387521792545,2,3
1064824,240130690031A9990091,2,24,013,0690,MC033,2,41,6,1,12,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,3,3,2,4,4,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,953.6693017025686,5,5
1064817,240130690031A9990101,2,24,013,0690,MC033,2,28,1,1,,2,2,1,,2,2,,2,1,1,,2,2,1,1,1,2,2,3,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,3,2,1,3,1,2,1,3,2,1,1,1,1,2,2,4,,3,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2016/10/25,24001,2,1o15,1,1,1762.387521792545,2,3
1065534,240130690031A9990121,1,24,013,0690,MC035,1,50,4,1,10,1,1,,1,1,1,1,1,2,2,1,,2,,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,4,2,2,3,1,1,2,3,1,1,1,1,1,2,2,2,3,2,2,2,2,2,1,88,1,1,1,2,2,1,2,1,2,2,2016/10/25,24001,2,1o15,1,1,2438.0171264284363,5,2
1065529,240130690031A9990131,1,24,013,0690,MC035,1,29,5,1,,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,2,3,3,2,2,3,3,1,1,1,1,2,2,3,4,2,2,3,3,2,1,1,2,2,2,2,2,1,1,1,2,1,2016/10/25,24001,2,1o15,1,1,4142.283851142022,5,3
1065533,240130690031A9990141,1,24,013,0690,MC035,2,54,8,1,10,1,1,,2,2,2,2,2,1,1,,2,2,2,2,2,2,3,3,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,3,3,3,2,3,3,2,1,1,1,1,1,1,3,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2016/10/25,24001,2,1o15,1,1,476.8346508512843,3,3
1065537,240130690031A9990151,2,24,013,0690,MC035,2,50,7,1,,1,1,,1,1,1,1,2,1,1,,2,2,2,2,2,1,3,2,3,1,2,2,2,1,1,1,2,2,2,2,2,2,1,4,2,2,2,1,1,2,3,3,1,1,1,1,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o15,1,1,953.6693017025686,5,3
1064180,24019000101209990011,1,24,019,0001,MC031,1,24,3,1,,2,2,1,,2,2,,1,1,1,,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,3,1,1,3,3,4,2,3,2,1,1,1,1,1,1,3,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2016/10/25,24001,2,1o17,1,1,16118.915203992388,2,3
1064862,24019000101209990061,1,24,019,0001,MC033,2,48,0,1,10,2,1,,1,1,1,1,1,2,1,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,3,3,2,4,2,3,2,1,1,1,1,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2016/10/25,24001,2,1o17,1,1,3711.0239566407954,5,3
1064858,24019000101209990101,1,24,019,0001,MC033,2,20,10,1,,1,2,1,,2,2,,2,1,1,,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,3,3,2,2,2,3,2,1,1,1,1,1,1,3,2,3,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2016/10/25,24001,2,1o17,1,1,6857.99815783178,2,3
1065581,24019000101209990121,2,24,019,0001,MC035,2,55,1,1,,1,1,,2,2,2,2,1,1,1,,2,2,1,1,2,1,3,2,3,2,2,2,2,2,2,1,2,2,2,1,2,1,1,4,1,3,1,1,1,2,3,2,1,1,1,1,2,2,4,,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24001,2,1o17,1,1,11133.071869922383,3,3
1065578,24019000101209990141,1,24,019,0001,MC035,2,38,3,1,,1,1,,2,2,2,2,1,1,1,,2,2,1,1,1,1,3,1,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,1,3,4,2,1,1,1,1,1,1,2,3,3,2,2,3,2,1,2,1,1,1,2,2,1,1,1,1,1,2016/10/25,24001,2,1o17,1,1,3711.0239566407954,3,3
1065585,24019000101209990151,1,24,019,0001,MC035,2,38,8,1,10,1,1,,1,1,1,1,2,1,1,,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,3,3,3,1,3,4,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2016/10/25,24001,2,1o17,1,1,3711.0239566407954,5,3
1065322,24028000118040070081,1,24,028,0001,MC035,2,47,10,1,,1,1,,2,2,1,1,1,1,1,,1,1,1,1,1,4,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,88,1,3,4,2,1,1,1,1,1,1,2,3,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2016/10/25,24002,2,1o54,2,1,6308.592323993747,3,5
1065319,24028000118040070601,1,24,028,0001,MC035,1,57,11,1,12,1,1,,2,2,2,2,1,2,1,,2,2,1,1,2,3,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,3,1,2,3,3,2,2,4,3,1,1,1,1,1,1,3,3,3,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2016/10/25,24002,2,1o54,2,1,15387.618470139638,3,3
1063947,24028000118040180061,1,24,028,0001,MC031,2,38,4,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,1,3,3,3,1,2,3,2,1,1,1,1,2,2,3,2,2,3,2,3,1,2,2,1,1,2,1,2,2,1,2,2,2,2016/10/25,24002,2,1o54,2,1,3025.813349493448,5,3
1063951,24028000118040180141,1,24,028,0001,MC031,2,59,8,1,,2,1,,2,2,1,1,2,1,1,,1,1,1,1,1,2,2,4,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,3,1,3,3,3,4,2,3,1,88,1,1,1,1,1,4,,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2016/10/25,24002,2,1o54,2,1,3025.813349493448,3,5
1063953,24028000118040180211,1,24,028,0001,MC031,1,34,3,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,4,3,1,3,2,3,1,3,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2016/10/25,24002,2,1o54,2,1,21148.25451548827,5,3
1063952,24028000118040290241,1,24,028,0001,MC031,2,49,8,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,4,4,4,1,1,1,1,1,1,2,2,4,2,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2016/10/25,24002,2,1o54,2,1,6840.475107908176,5,5
1064614,24028000118040380211,2,24,028,0001,MC033,1,35,6,1,,2,2,2,,2,2,,2,2,1,,2,2,2,2,2,2,1,3,3,2,2,1,2,2,2,1,2,1,88,2,2,2,1,4,2,3,3,3,3,2,3,2,1,1,1,1,1,1,2,3,3,2,4,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2016/10/25,24002,2,1o54,2,1,18628.65385948594,1,3
1064604,24028000118040380281,1,24,028,0001,MC033,2,56,7,1,10,1,2,1,,2,2,,2,2,1,,2,2,2,2,2,2,2,3,3,2,2,2,1,2,1,2,1,1,2,1,2,1,2,3,1,3,3,3,2,2,4,2,1,2,2,2,2,2,3,2,4,2,1,1,1,1,88,1,1,1,1,1,1,1,1,1,1,2016/10/25,24002,2,1o54,2,1,15274.694127924144,2,3
1064612,24028000118040380361,2,24,028,0001,MC033,2,51,3,1,10,2,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,3,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,3,3,3,4,3,4,3,2,2,2,2,2,1,3,2,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,24002,2,1o54,2,1,7637.347063962072,5,5
1064600,24028000118040540011,2,24,028,0001,MC033,2,22,0,1,10,1,1,,1,1,1,1,2,2,1,,1,1,1,1,1,3,3,3,3,1,2,1,1,2,2,2,1,1,2,1,2,2,2,4,2,1,2,2,3,2,3,1,1,1,1,1,2,1,2,3,3,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2016/10/25,24002,2,1o54,2,1,28700.220292086316,5,5
1064597,24028000118040540021,3,24,028,0001,MC033,1,30,7,1,,1,1,,1,1,1,1,1,2,1,,1,1,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,4,2,3,2,1,1,1,1,1,1,1,3,3,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2016/10/25,24002,2,1o54,2,1,92807.6293200353,5,5
1064593,24028000118040540031,1,24,028,0001,MC033,2,41,6,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,4,3,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,3,1,2,3,3,1,1,1,1,2,1,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,2016/10/25,24002,2,1o54,2,1,4426.189775705291,5,5
1064589,24028000118040540041,1,24,028,0001,MC033,1,59,4,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,2,3,3,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2016/10/25,24002,2,1o54,2,1,21592.30333713143,5,3
1065312,24028000118040740031,2,24,028,0001,MC035,2,29,2,1,12,88,1,,1,1,1,1,2,2,1,,2,2,2,2,2,4,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,1,1,1,2,2,2,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2016/10/25,24002,2,1o54,2,1,9081.118772622916,5,3
1065324,24028000118040740091,2,24,028,0001,MC035,2,35,9,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,2,3,1,3,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,1,3,1,3,3,2,3,1,1,1,1,1,1,1,3,1,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2016/10/25,24002,2,1o54,2,1,2801.0067277728917,5,3
1065036,24028000133550010061,2,24,028,0001,MC033,1,41,8,1,,1,1,,1,1,1,1,1,1,1,,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,3,3,3,4,3,3,2,1,1,1,1,2,2,2,3,3,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,2,2016/10/25,24002,2,1o77,2,1,16782.363647510196,5,3
1065032,24028000133550010141,2,24,028,0001,MC033,2,37,9,1,10,1,1,,1,1,1,1,2,1,1,,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,3,1,2,1,2,4,1,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2016/10/25,24002,2,1o77,2,1,10320.61173312225,5,3
1065717,24028000133550050061,1,24,028,0001,MC035,2,57,8,1,13,2,2,1,,2,2,,2,2,1,,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,4,2,1,3,3,3,2,4,2,1,1,1,1,1,1,2,3,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2016/10/25,24002,2,1o77,2,1,3808.225724779994,2,3
